1554670221 0 0 0 0 0 13
1554670222 0 0 0 0 0 49
1554749582 0 48 0 0 0 49
1554826175 2029 48 0 0 0 49
1554826188 2029 48 0 0 0 49
1554826991 2029 164 0 0 0 49
1554827339 2029 164 0 74 0 49
1554827381 2029 164 0 74 0 49
1554827794 2029 164 0 74 0 49
1554827872 2029 170 0 74 0 49
1554828148 2029 170 1152 74 0 49
1554828162 2029 170 1152 74 0 49
1554998071 2029 170 1152 76 0 49
1555000125 2029 170 1152 163 0 49
1555000735 2029 217 1152 163 0 49
1555001521 2029 217 3882 163 0 49
1555265158 2029 217 3882 281 0 49
1555266002 2029 550 3882 281 0 49
1555266036 2029 550 3882 312 0 49
1555270676 2029 550 3882 407 0 49
1555270806 2029 635 3882 407 0 49
1555270890 2029 648 3882 407 0 49
1555271368 2029 693 3882 407 0 49
1555271609 4173 693 3882 407 0 49
1555281754 4173 2463 3882 407 0 49
1555289332 6825 2463 3882 407 0 49
1555348811 6825 2463 3919 407 0 49
1555352349 6871 2463 3919 407 0 49
1555352896 6871 2463 6243 407 0 49
1555352977 6871 2463 6243 407 0 49
1555353249 6874 2463 6243 407 0 49
1555353273 6874 2463 6243 407 0 49
1555353893 6888 2463 6243 407 0 49
1555354002 6955 2463 6243 407 0 49
1555355060 6976 2463 6243 407 0 49
1555355130 6976 2463 6243 407 0 49
1555355533 6976 2537 6243 407 0 49
1555601445 6976 2537 6243 419 0 49
1555601464 6976 2540 6243 419 0 49
1555604177 6976 2540 6243 490 0 49
1555604280 6976 2745 6243 490 0 49
1555604331 6976 2746 6243 490 0 49
1555605410 6976 2767 6243 490 0 49
1555605438 6976 2767 6326 490 0 49
1555605450 6976 2767 6326 490 0 49
1555864441 6985 2767 6326 490 0 49
1555864953 7375 2767 6326 490 0 49
1555864966 7375 2767 6326 490 0 49
1555865709 7387 2767 6326 490 0 49
1555866552 7387 2767 6338 490 0 49
1555866824 7387 2799 6338 490 0 49
1555866847 7387 2799 6338 490 0 49
1555866947 7387 2799 6338 494 0 49
1555867004 7387 2799 6338 494 0 49
1555867033 7387 2799 6338 494 0 49
1555868067 7387 2799 6338 514 0 49
1555868115 7387 2799 6338 514 0 49
1555869855 7387 2834 6338 514 0 49
1555870013 7387 2834 6338 516 0 49
1555873571 7387 2834 6338 619 0 49
1555874397 7413 2834 6338 619 0 49
1555874419 7413 2834 6338 619 0 49
1555877011 7413 2978 6338 619 0 49
1555877971 7413 3003 6338 619 0 49
1555878164 7413 3003 6338 619 0 49
1555878435 7413 3003 6338 619 0 49
1555881515 7413 3003 6338 831 0 49
1555881663 7413 3084 6338 831 0 49
1555881868 7413 3084 6338 831 0 49
1555882815 7413 3120 6338 831 0 49
1555882978 14058 3120 6338 831 0 49
1555883003 14058 3120 6338 831 0 49
1555894249 16115 3120 6338 831 0 49
1555894301 17724 3120 6338 831 0 49
1555951279 17731 3120 6338 831 0 49
1555953730 17731 3120 27638 831 0 49
1555954671 17731 3120 30161 831 0 49
1555958784 17731 3120 30161 875 0 49
1555959791 17889 3120 30161 875 0 49
1555959809 17889 3120 30161 875 0 49
1555959930 17889 3120 32099 875 0 49
1555959964 17889 3142 32099 875 0 49
1555981628 17889 3142 32099 875 0 49
1555987950 20436 3142 32099 875 0 49
1556037404 20436 5864 32099 875 0 49
1556037440 20436 5864 32495 875 0 49
1556039298 21314 5864 32495 875 0 49
1556079681 21361 5864 32495 875 0 49
1556127611 21408 5864 32495 875 0 49
1556139084 21428 5864 32495 875 0 49
1556164590 21710 5864 32495 875 0 49
1556226356 21710 6024 32495 875 0 49
1556244888 21833 6024 32495 875 0 49
1556291083 21843 6024 32495 875 0 49
1556320139 21919 6024 32495 875 0 49
1556473413 21919 6070 32495 875 0 49
1556474494 21919 6080 32495 875 0 49
1556476744 21919 6095 32495 875 0 49
1556477272 21919 6116 32495 875 0 49
1556477338 21919 6117 32495 875 0 49
1556477511 21919 6118 32495 875 0 49
1556477620 21919 6122 32495 875 0 49
1556479495 21919 6141 32495 875 0 49
1556480382 21919 6156 32495 875 0 49
1556480707 21919 6169 32495 875 0 49
1556480978 21919 6171 32495 875 0 49
1556481118 21988 6171 32495 875 0 49
1556484091 21988 6209 32495 875 0 49
1556484103 21988 6209 32495 1274 0 49
1556484136 21988 6209 32495 1274 0 49
1556484357 21988 6209 32495 1276 0 49
1556485320 21988 6209 32495 1276 0 49
1556488080 24262 6209 32495 1276 0 49
1556489178 24262 6271 32495 1276 0 49
1556572198 24262 6271 32905 1276 0 49
1556573024 24262 6271 32920 1276 0 49
1556671937 24262 6271 32944 1276 0 49
1556682427 24262 6271 33318 1276 0 49
1556682681 24262 6271 33325 1276 0 49
1556763880 404030 6271 33325 1276 0 49
1556766020 404030 6271 33334 1276 0 49
1556766676 404030 6271 33355 1276 0 49
1556808176 406365 6271 33355 1276 0 49
1556808425 406369 6271 33355 1276 0 49
1556811666 406369 6273 33355 1276 0 49
1556834488 406369 6412 33355 1276 0 49
1556849377 407541 6412 33355 1276 0 49
1557014204 407541 6431 33355 1276 0 49
1557174941 407541 6502 33355 1276 0 49
1557175520 407541 6502 33355 1277 0 49
1557175569 407541 6502 33355 1278 0 49
1557175630 407541 6505 33355 1278 0 49
1557176193 407541 6509 33355 1278 0 49
1557177478 407541 6524 33355 1278 0 49
1557181329 407769 6524 33355 1278 0 49
1557181473 407769 6542 33355 1278 0 49
1557184017 407795 6542 33355 1278 0 49
1557245420 408912 6542 33355 1278 0 49
1557249607 409449 6542 33355 1278 0 49
1557256941 409449 6542 36393 1278 0 49
1557266870 409449 6543 36393 1278 0 49
1557270399 409449 6569 36393 1278 0 49
1557273890 409516 6569 36393 1278 0 49
1557273913 409516 6592 36393 1278 0 49
1557275155 409624 6592 36393 1278 0 49
1557277186 409624 6608 36393 1278 0 49
1557335147 409645 6608 36393 1278 0 49
1557337593 409645 6608 36409 1278 0 49
1557341777 409645 6656 36409 1278 0 49
1557345428 409705 6656 36409 1278 0 49
1557348053 409742 6656 36409 1278 0 49
1557349163 409742 6664 36409 1278 0 49
1557352342 409845 6664 36409 1278 0 49
1557420633 410887 6664 36409 1278 0 49
1557436496 415712 6664 36409 1278 0 49
1557451100 415712 6722 36409 1278 0 49
1557452675 415837 6722 36409 1278 0 49
1557453630 415837 6763 36409 1278 0 49
1557453750 415837 6763 36410 1278 0 49
1557453765 415837 6763 36410 1278 0 49
1557458337 415837 6763 36445 1278 0 49
1557458399 415837 6763 36455 1278 0 49
